jaar;variabele;gem;SD;bron
2018;BEV80PLUS_P;2.7;1.936;sdbc
2017;BEV80PLUS_P;2.7;1.949;sdbc
2016;BEV80PLUS_P;2.7;2.043;sdbc
2015;BEV80PLUS_P;2.8;2.145;sdbc
2014;BEV80PLUS_P;2.8;2.271;sdbc
2013;BEV80PLUS_P;2.9;2.376;sdbc
2012;BEV80PLUS_P;3.0;2.423;sdbc
2011;BEV80PLUS_P;3.1;2.494;sdbc
2010;BEV80PLUS_P;3.1;2.552;sdbc
2009;BEV80PLUS_P;3.2;2.58;sdbc
2008;BEV80PLUS_P;3.2;2.561;sdbc
2007;BEV80PLUS_P;3.3;2.588;sdbc
2006;BEV80PLUS_P;3.3;2.584;sdbc
2005;BEV80PLUS_P;3.3;2.638;sdbc
2050;BEV18_64_PROG_P;66.9;7.077;sdbc
2049;BEV18_64_PROG_P;67.0;7.368;sdbc
2048;BEV18_64_PROG_P;67.0;7.374;sdbc
2047;BEV18_64_PROG_P;67.1;7.367;sdbc
2046;BEV18_64_PROG_P;67.2;7.375;sdbc
2045;BEV18_64_PROG_P;67.3;7.367;sdbc
2044;BEV18_64_PROG_P;67.4;7.371;sdbc
2043;BEV18_64_PROG_P;67.5;7.376;sdbc
2042;BEV18_64_PROG_P;67.7;7.382;sdbc
2041;BEV18_64_PROG_P;67.9;7.369;sdbc
2040;BEV18_64_PROG_P;68.0;7.392;sdbc
2039;BEV18_64_PROG_P;68.2;7.989;sdbc
2038;BEV18_64_PROG_P;68.3;7.629;sdbc
2037;BEV18_64_PROG_P;68.5;7.682;sdbc
2036;BEV18_64_PROG_P;68.7;7.775;sdbc
2035;BEV18_64_PROG_P;68.8;7.886;sdbc
2034;BEV18_64_PROG_P;69.0;7.953;sdbc
2033;BEV18_64_PROG_P;69.2;7.971;sdbc
2032;BEV18_64_PROG_P;69.4;7.921;sdbc
2031;BEV18_64_PROG_P;69.6;7.645;sdbc
2030;BEV18_64_PROG_P;69.8;7.752;sdbc
2029;BEV18_64_PROG_P;70.0;7.87;sdbc
2028;BEV18_64_PROG_P;70.1;7.954;sdbc
2027;BEV18_64_PROG_P;70.3;7.959;sdbc
2026;BEV18_64_PROG_P;70.5;7.889;sdbc
2025;BEV18_64_PROG_P;70.6;7.949;sdbc
2050;BEV65PLUS_PROG_P;17.5;4.828;sdbc
2049;BEV65PLUS_PROG_P;17.5;4.912;sdbc
2048;BEV65PLUS_PROG_P;17.4;4.936;sdbc
2047;BEV65PLUS_PROG_P;17.4;4.966;sdbc
2046;BEV65PLUS_PROG_P;17.4;5.002;sdbc
2045;BEV65PLUS_PROG_P;17.3;5.039;sdbc
2044;BEV65PLUS_PROG_P;17.3;5.087;sdbc
2043;BEV65PLUS_PROG_P;17.3;5.12;sdbc
2042;BEV65PLUS_PROG_P;17.2;5.176;sdbc
2041;BEV65PLUS_PROG_P;17.2;5.22;sdbc
2040;BEV65PLUS_PROG_P;17.1;5.281;sdbc
2039;BEV65PLUS_PROG_P;17.1;5.593;sdbc
2038;BEV65PLUS_PROG_P;17.0;5.418;sdbc
2037;BEV65PLUS_PROG_P;16.9;5.481;sdbc
2036;BEV65PLUS_PROG_P;16.8;5.563;sdbc
2035;BEV65PLUS_PROG_P;16.6;5.62;sdbc
2034;BEV65PLUS_PROG_P;16.4;5.67;sdbc
2033;BEV65PLUS_PROG_P;16.2;5.733;sdbc
2032;BEV65PLUS_PROG_P;16.0;5.76;sdbc
2031;BEV65PLUS_PROG_P;15.8;5.827;sdbc
2030;BEV65PLUS_PROG_P;15.5;5.988;sdbc
2029;BEV65PLUS_PROG_P;15.2;6.007;sdbc
2028;BEV65PLUS_PROG_P;14.9;5.964;sdbc
2027;BEV65PLUS_PROG_P;14.5;5.883;sdbc
2026;BEV65PLUS_PROG_P;14.2;5.612;sdbc
2025;BEV65PLUS_PROG_P;13.9;5.523;sdbc
2024;BEV17GEEN_P;39.2;15.573;sdbc
2023;BEV17GEEN_P;39.2;15.537;sdbc
2022;BEV17GEEN_P;39.0;14.281;sdbc
2021;BEV17GEEN_P;39.0;15.866;sdbc
2020;BEV17GEEN_P;38.9;15.544;sdbc
2019;BEV17GEEN_P;39.1;16.338;sdbc
2018;BEV17GEEN_P;39.0;16.609;sdbc
2017;BEV17GEEN_P;39.1;17.257;sdbc
2016;BEV17GEEN_P;39.0;17.852;sdbc
2015;BEV17GEEN_P;38.9;18.973;sdbc
2014;BEV17GEEN_P;38.6;19.646;sdbc
2013;BEV17GEEN_P;37.9;19.636;sdbc
2012;BEV17GEEN_P;37.2;20.175;sdbc
2011;BEV17GEEN_P;36.6;20.472;sdbc
2024;BEV18_22GEEN_P;31.2;16.742;sdbc
2023;BEV18_22GEEN_P;31.4;17.657;sdbc
2022;BEV18_22GEEN_P;33.1;17.153;sdbc
2021;BEV18_22GEEN_P;35.0;16.763;sdbc
2020;BEV18_22GEEN_P;34.3;16.661;sdbc
2019;BEV18_22GEEN_P;36.4;16.881;sdbc
2018;BEV18_22GEEN_P;39.2;16.746;sdbc
2017;BEV18_22GEEN_P;42.4;17.835;sdbc
2016;BEV18_22GEEN_P;44.9;18.139;sdbc
2015;BEV18_22GEEN_P;45.9;18.677;sdbc
2014;BEV18_22GEEN_P;46.2;18.966;sdbc
2013;BEV18_22GEEN_P;45.1;18.707;sdbc
2012;BEV18_22GEEN_P;44.8;19.231;sdbc
2011;BEV18_22GEEN_P;44.4;19.594;sdbc
2024;BEV23_39GEEN_P;35.7;14.934;sdbc
2023;BEV23_39GEEN_P;36.5;14.763;sdbc
2022;BEV23_39GEEN_P;37.9;14.815;sdbc
2021;BEV23_39GEEN_P;39.3;14.573;sdbc
2020;BEV23_39GEEN_P;39.9;14.575;sdbc
2019;BEV23_39GEEN_P;41.4;14.97;sdbc
2018;BEV23_39GEEN_P;42.7;15.453;sdbc
2017;BEV23_39GEEN_P;43.7;15.749;sdbc
2016;BEV23_39GEEN_P;44.6;16.582;sdbc
2015;BEV23_39GEEN_P;45.4;16.985;sdbc
2014;BEV23_39GEEN_P;45.5;16.699;sdbc
2013;BEV23_39GEEN_P;45.4;16.906;sdbc
2012;BEV23_39GEEN_P;45.3;16.662;sdbc
2011;BEV23_39GEEN_P;45.6;16.495;sdbc
2024;BEV40_64GEEN_P;40.2;17.08;sdbc
2023;BEV40_64GEEN_P;41.4;17.162;sdbc
2022;BEV40_64GEEN_P;42.1;16.613;sdbc
2021;BEV40_64GEEN_P;43.2;16.214;sdbc
2020;BEV40_64GEEN_P;44.2;16.606;sdbc
2019;BEV40_64GEEN_P;45.4;16.521;sdbc
2018;BEV40_64GEEN_P;46.4;16.886;sdbc
2017;BEV40_64GEEN_P;47.4;16.945;sdbc
2016;BEV40_64GEEN_P;48.2;17.254;sdbc
2015;BEV40_64GEEN_P;49.0;17.42;sdbc
2014;BEV40_64GEEN_P;49.7;17.064;sdbc
2013;BEV40_64GEEN_P;50.4;16.984;sdbc
2012;BEV40_64GEEN_P;51.2;17.205;sdbc
2011;BEV40_64GEEN_P;52.1;17.315;sdbc
2024;BEV65PLUSGEEN_P;58.7;17.111;sdbc
2023;BEV65PLUSGEEN_P;59.7;16.904;sdbc
2022;BEV65PLUSGEEN_P;60.0;17.89;sdbc
2021;BEV65PLUSGEEN_P;61.0;15.904;sdbc
2020;BEV65PLUSGEEN_P;61.9;15.962;sdbc
2019;BEV65PLUSGEEN_P;63.0;15.589;sdbc
2018;BEV65PLUSGEEN_P;64.1;15.303;sdbc
2017;BEV65PLUSGEEN_P;65.2;15.629;sdbc
2016;BEV65PLUSGEEN_P;66.1;15.496;sdbc
2015;BEV65PLUSGEEN_P;67.3;15.536;sdbc
2014;BEV65PLUSGEEN_P;68.2;15.408;sdbc
2013;BEV65PLUSGEEN_P;69.1;14.947;sdbc
2012;BEV65PLUSGEEN_P;69.8;14.667;sdbc
2011;BEV65PLUSGEEN_P;70.4;15.063;sdbc
2024;BEV65_79GEEN_P;56.7;17.557;sdbc
2023;BEV65_79GEEN_P;57.9;17.422;sdbc
2022;BEV65_79GEEN_P;58.2;18.238;sdbc
2021;BEV65_79GEEN_P;59.2;16.361;sdbc
2020;BEV65_79GEEN_P;60.0;16.458;sdbc
2019;BEV65_79GEEN_P;61.0;16.129;sdbc
2018;BEV65_79GEEN_P;61.9;15.962;sdbc
2017;BEV65_79GEEN_P;62.8;16.49;sdbc
2016;BEV65_79GEEN_P;63.5;16.503;sdbc
2015;BEV65_79GEEN_P;64.5;16.7;sdbc
2014;BEV65_79GEEN_P;65.1;16.49;sdbc
2013;BEV65_79GEEN_P;65.7;16.141;sdbc
2012;BEV65_79GEEN_P;66.0;15.899;sdbc
2011;BEV65_79GEEN_P;66.1;16.426;sdbc
2024;BEV80PLUSGEEN_P;65.7;18.704;sdbc
2023;BEV80PLUSGEEN_P;66.2;18.411;sdbc
2022;BEV80PLUSGEEN_P;66.8;17.355;sdbc
2021;BEV80PLUSGEEN_P;67.5;16.855;sdbc
2020;BEV80PLUSGEEN_P;69.0;16.598;sdbc
2019;BEV80PLUSGEEN_P;70.3;16.581;sdbc
2018;BEV80PLUSGEEN_P;72.0;16.052;sdbc
2017;BEV80PLUSGEEN_P;73.4;15.7;sdbc
2016;BEV80PLUSGEEN_P;74.9;15.609;sdbc
2015;BEV80PLUSGEEN_P;76.6;16.875;sdbc
2014;BEV80PLUSGEEN_P;78.0;16.897;sdbc
2013;BEV80PLUSGEEN_P;79.3;16.381;sdbc
2012;BEV80PLUSGEEN_P;80.5;14.068;sdbc
2011;BEV80PLUSGEEN_P;81.5;14.14;sdbc
2024;BEV17EERSTE_P;11.9;11.513;sdbc
2023;BEV17EERSTE_P;11.5;12.879;sdbc
2022;BEV17EERSTE_P;10.3;9.057;sdbc
2021;BEV17EERSTE_P;9.8;5.925;sdbc
2020;BEV17EERSTE_P;9.6;7.413;sdbc
2019;BEV17EERSTE_P;8.7;7.038;sdbc
2018;BEV17EERSTE_P;8.1;6.287;sdbc
2017;BEV17EERSTE_P;7.5;8.982;sdbc
2016;BEV17EERSTE_P;7.1;9.219;sdbc
2015;BEV17EERSTE_P;6.9;10.693;sdbc
2014;BEV17EERSTE_P;6.8;10.685;sdbc
2013;BEV17EERSTE_P;6.9;8.737;sdbc
2012;BEV17EERSTE_P;7.0;7.623;sdbc
2011;BEV17EERSTE_P;7.1;6.827;sdbc
2024;BEV18_22EERSTE_P;33.9;17.228;sdbc
2023;BEV18_22EERSTE_P;31.6;16.663;sdbc
2022;BEV18_22EERSTE_P;28.7;15.253;sdbc
2021;BEV18_22EERSTE_P;24.7;12.216;sdbc
2020;BEV18_22EERSTE_P;25.9;14.415;sdbc
2019;BEV18_22EERSTE_P;23.8;12.852;sdbc
2018;BEV18_22EERSTE_P;21.8;10.414;sdbc
2017;BEV18_22EERSTE_P;19.2;8.998;sdbc
2016;BEV18_22EERSTE_P;17.1;8.407;sdbc
2015;BEV18_22EERSTE_P;16.2;8.133;sdbc
2014;BEV18_22EERSTE_P;15.9;8.882;sdbc
2013;BEV18_22EERSTE_P;16.9;10.484;sdbc
2012;BEV18_22EERSTE_P;17.9;9.304;sdbc
2011;BEV18_22EERSTE_P;18.8;10.404;sdbc
2050;BEV75PLUS_PROG_P;9.6;2.977;sdbc
2049;BEV75PLUS_PROG_P;9.6;3.005;sdbc
2048;BEV75PLUS_PROG_P;9.5;3.021;sdbc
2047;BEV75PLUS_PROG_P;9.4;3.034;sdbc
2046;BEV75PLUS_PROG_P;9.3;3.045;sdbc
2045;BEV75PLUS_PROG_P;9.2;3.062;sdbc
2044;BEV75PLUS_PROG_P;9.1;3.069;sdbc
2043;BEV75PLUS_PROG_P;8.9;3.076;sdbc
2042;BEV75PLUS_PROG_P;8.8;3.089;sdbc
2041;BEV75PLUS_PROG_P;8.7;3.095;sdbc
2040;BEV75PLUS_PROG_P;8.5;3.112;sdbc
2039;BEV75PLUS_PROG_P;8.3;3.222;sdbc
2038;BEV75PLUS_PROG_P;8.2;3.169;sdbc
2037;BEV75PLUS_PROG_P;8.0;3.18;sdbc
2036;BEV75PLUS_PROG_P;7.8;3.166;sdbc
2035;BEV75PLUS_PROG_P;7.6;3.152;sdbc
2034;BEV75PLUS_PROG_P;7.5;3.23;sdbc
2033;BEV75PLUS_PROG_P;7.3;3.223;sdbc
2032;BEV75PLUS_PROG_P;7.1;3.213;sdbc
2031;BEV75PLUS_PROG_P;6.9;3.196;sdbc
2030;BEV75PLUS_PROG_P;6.7;3.26;sdbc
2029;BEV75PLUS_PROG_P;6.5;3.312;sdbc
2028;BEV75PLUS_PROG_P;6.4;3.149;sdbc
2027;BEV75PLUS_PROG_P;6.2;3.037;sdbc
2026;BEV75PLUS_PROG_P;6.0;2.99;sdbc
2025;BEV75PLUS_PROG_P;5.8;2.944;sdbc
2024;BEV23_39EERSTE_P;43.6;12.314;sdbc
2023;BEV23_39EERSTE_P;42.1;11.704;sdbc
2022;BEV23_39EERSTE_P;40.1;11.033;sdbc
2021;BEV23_39EERSTE_P;38.7;10.18;sdbc
2020;BEV23_39EERSTE_P;38.3;10.481;sdbc
2019;BEV23_39EERSTE_P;36.7;11.09;sdbc
2018;BEV23_39EERSTE_P;35.4;11.524;sdbc
2017;BEV23_39EERSTE_P;34.4;11.482;sdbc
2016;BEV23_39EERSTE_P;33.7;12.899;sdbc
2015;BEV23_39EERSTE_P;33.5;13.414;sdbc
2014;BEV23_39EERSTE_P;33.7;13.551;sdbc
2013;BEV23_39EERSTE_P;34.6;13.435;sdbc
2012;BEV23_39EERSTE_P;35.4;13.889;sdbc
2011;BEV23_39EERSTE_P;35.9;13.766;sdbc
2024;BEV40_64EERSTE_P;47.9;17.459;sdbc
2023;BEV40_64EERSTE_P;47.1;17.567;sdbc
2022;BEV40_64EERSTE_P;46.9;17.527;sdbc
2021;BEV40_64EERSTE_P;46.3;17.112;sdbc
2020;BEV40_64EERSTE_P;45.8;17.743;sdbc
2019;BEV40_64EERSTE_P;45.1;17.828;sdbc
2018;BEV40_64EERSTE_P;44.4;18.366;sdbc
2017;BEV40_64EERSTE_P;43.8;18.586;sdbc
2016;BEV40_64EERSTE_P;43.3;19.054;sdbc
2015;BEV40_64EERSTE_P;42.8;19.265;sdbc
2014;BEV40_64EERSTE_P;42.3;19.268;sdbc
2013;BEV40_64EERSTE_P;41.8;19.018;sdbc
2012;BEV40_64EERSTE_P;41.1;19.291;sdbc
2011;BEV40_64EERSTE_P;40.3;19.271;sdbc
2024;BEV65PLUSEERSTE_P;34.8;18.689;sdbc
2023;BEV65PLUSEERSTE_P;33.8;18.381;sdbc
2022;BEV65PLUSEERSTE_P;33.5;19.433;sdbc
2021;BEV65PLUSEERSTE_P;32.6;17.601;sdbc
2020;BEV65PLUSEERSTE_P;31.7;17.4;sdbc
2019;BEV65PLUSEERSTE_P;30.6;17.18;sdbc
2018;BEV65PLUSEERSTE_P;29.6;16.773;sdbc
2017;BEV65PLUSEERSTE_P;28.6;16.889;sdbc
2016;BEV65PLUSEERSTE_P;27.8;16.739;sdbc
2015;BEV65PLUSEERSTE_P;26.6;16.558;sdbc
2014;BEV65PLUSEERSTE_P;25.8;16.392;sdbc
2013;BEV65PLUSEERSTE_P;25.0;15.924;sdbc
2012;BEV65PLUSEERSTE_P;24.4;15.77;sdbc
2011;BEV65PLUSEERSTE_P;24.1;15.795;sdbc
2024;BEV65_79EERSTE_P;36.7;19.279;sdbc
2023;BEV65_79EERSTE_P;35.6;18.986;sdbc
2022;BEV65_79EERSTE_P;35.3;19.878;sdbc
2021;BEV65_79EERSTE_P;34.4;18.212;sdbc
2020;BEV65_79EERSTE_P;33.5;18.013;sdbc
2019;BEV65_79EERSTE_P;32.5;17.952;sdbc
2018;BEV65_79EERSTE_P;31.7;17.642;sdbc
2017;BEV65_79EERSTE_P;30.8;17.916;sdbc
2016;BEV65_79EERSTE_P;30.1;17.876;sdbc
2015;BEV65_79EERSTE_P;29.2;17.876;sdbc
2014;BEV65_79EERSTE_P;28.5;17.676;sdbc
2013;BEV65_79EERSTE_P;27.9;17.356;sdbc
2012;BEV65_79EERSTE_P;27.6;17.275;sdbc
2011;BEV65_79EERSTE_P;27.6;17.348;sdbc
2024;BEV80PLUSEERSTE_P;27.8;19.433;sdbc
2023;BEV80PLUSEERSTE_P;27.4;19.132;sdbc
2022;BEV80PLUSEERSTE_P;26.7;17.915;sdbc
2021;BEV80PLUSEERSTE_P;26.0;17.499;sdbc
2020;BEV80PLUSEERSTE_P;24.8;17.177;sdbc
2019;BEV80PLUSEERSTE_P;23.6;17.116;sdbc
2018;BEV80PLUSEERSTE_P;22.2;16.518;sdbc
2017;BEV80PLUSEERSTE_P;21.0;15.836;sdbc
2016;BEV80PLUSEERSTE_P;19.8;15.83;sdbc
2015;BEV80PLUSEERSTE_P;18.4;15.911;sdbc
2014;BEV80PLUSEERSTE_P;17.4;16.076;sdbc
2013;BEV80PLUSEERSTE_P;16.4;16.882;sdbc
2012;BEV80PLUSEERSTE_P;15.5;14.196;sdbc
2011;BEV80PLUSEERSTE_P;14.8;14.133;sdbc
2024;BEV17TWEEDE_P;48.8;14.527;sdbc
2023;BEV17TWEEDE_P;49.3;14.927;sdbc
2022;BEV17TWEEDE_P;50.8;14.875;sdbc
2021;BEV17TWEEDE_P;51.2;15.473;sdbc
2020;BEV17TWEEDE_P;51.5;16.277;sdbc
2019;BEV17TWEEDE_P;52.1;16.698;sdbc
2018;BEV17TWEEDE_P;52.9;17.197;sdbc
2017;BEV17TWEEDE_P;53.4;17.857;sdbc
2016;BEV17TWEEDE_P;53.9;18.276;sdbc
2015;BEV17TWEEDE_P;54.2;18.975;sdbc
2014;BEV17TWEEDE_P;54.6;20.178;sdbc
2013;BEV17TWEEDE_P;55.2;20.422;sdbc
2012;BEV17TWEEDE_P;55.8;20.253;sdbc
2011;BEV17TWEEDE_P;56.3;20.514;sdbc
2024;BEV18_22TWEEDE_P;34.9;16.371;sdbc
2023;BEV18_22TWEEDE_P;36.0;16.857;sdbc
2022;BEV18_22TWEEDE_P;37.2;17.188;sdbc
2021;BEV18_22TWEEDE_P;39.4;17.199;sdbc
2020;BEV18_22TWEEDE_P;38.8;16.622;sdbc
2019;BEV18_22TWEEDE_P;38.8;16.871;sdbc
2018;BEV18_22TWEEDE_P;38.1;16.269;sdbc
2017;BEV18_22TWEEDE_P;37.9;15.657;sdbc
2016;BEV18_22TWEEDE_P;37.6;15.684;sdbc
2015;BEV18_22TWEEDE_P;37.7;15.754;sdbc
2014;BEV18_22TWEEDE_P;37.8;15.524;sdbc
2013;BEV18_22TWEEDE_P;38.0;15.459;sdbc
2012;BEV18_22TWEEDE_P;37.4;15.555;sdbc
2011;BEV18_22TWEEDE_P;36.8;15.811;sdbc
2024;BEV23_39TWEEDE_P;20.7;9.958;sdbc
2023;BEV23_39TWEEDE_P;20.9;9.989;sdbc
2022;BEV23_39TWEEDE_P;21.5;9.831;sdbc
2021;BEV23_39TWEEDE_P;21.7;9.447;sdbc
2020;BEV23_39TWEEDE_P;21.4;9.26;sdbc
2019;BEV23_39TWEEDE_P;21.6;9.168;sdbc
2018;BEV23_39TWEEDE_P;21.7;9.019;sdbc
2017;BEV23_39TWEEDE_P;21.6;8.537;sdbc
2016;BEV23_39TWEEDE_P;21.5;8.482;sdbc
2015;BEV23_39TWEEDE_P;21.0;8.039;sdbc
2014;BEV23_39TWEEDE_P;20.7;7.857;sdbc
2013;BEV23_39TWEEDE_P;20.0;7.009;sdbc
2012;BEV23_39TWEEDE_P;19.3;6.557;sdbc
2011;BEV23_39TWEEDE_P;18.6;6.132;sdbc
2024;BEV40_64TWEEDE_P;12.0;2.347;sdbc
2023;BEV40_64TWEEDE_P;11.5;2.158;sdbc
2022;BEV40_64TWEEDE_P;11.0;2.828;sdbc
2021;BEV40_64TWEEDE_P;10.5;2.201;sdbc
2020;BEV40_64TWEEDE_P;9.9;2.479;sdbc
2019;BEV40_64TWEEDE_P;9.5;2.104;sdbc
2018;BEV40_64TWEEDE_P;9.1;2.33;sdbc
2017;BEV40_64TWEEDE_P;8.8;2.444;sdbc
2016;BEV40_64TWEEDE_P;8.5;2.626;sdbc
2015;BEV40_64TWEEDE_P;8.3;2.635;sdbc
2014;BEV40_64TWEEDE_P;8.1;3.686;sdbc
2013;BEV40_64TWEEDE_P;7.9;3.185;sdbc
2012;BEV40_64TWEEDE_P;7.7;3.124;sdbc
2011;BEV40_64TWEEDE_P;7.6;2.937;sdbc
2024;BEV65PLUSTWEEDE_P;6.5;2.864;sdbc
2023;BEV65PLUSTWEEDE_P;6.5;2.817;sdbc
2022;BEV65PLUSTWEEDE_P;6.4;2.956;sdbc
2021;BEV65PLUSTWEEDE_P;6.4;2.858;sdbc
2020;BEV65PLUSTWEEDE_P;6.4;3.012;sdbc
2019;BEV65PLUSTWEEDE_P;6.4;3.04;sdbc
2018;BEV65PLUSTWEEDE_P;6.3;2.843;sdbc
2017;BEV65PLUSTWEEDE_P;6.2;2.928;sdbc
2016;BEV65PLUSTWEEDE_P;6.1;2.529;sdbc
2015;BEV65PLUSTWEEDE_P;6.1;2.591;sdbc
2014;BEV65PLUSTWEEDE_P;6.0;2.506;sdbc
2013;BEV65PLUSTWEEDE_P;5.8;2.671;sdbc
2012;BEV65PLUSTWEEDE_P;5.7;2.774;sdbc
2011;BEV65PLUSTWEEDE_P;5.5;2.587;sdbc
2024;BEV65_79TWEEDE_P;6.5;3.088;sdbc
2023;BEV65_79TWEEDE_P;6.5;3.053;sdbc
2022;BEV65_79TWEEDE_P;6.4;3.236;sdbc
2021;BEV65_79TWEEDE_P;6.4;3.041;sdbc
2020;BEV65_79TWEEDE_P;6.4;3.224;sdbc
2019;BEV65_79TWEEDE_P;6.4;3.422;sdbc
2018;BEV65_79TWEEDE_P;6.4;3.178;sdbc
2017;BEV65_79TWEEDE_P;6.4;3.227;sdbc
2016;BEV65_79TWEEDE_P;6.3;2.616;sdbc
2015;BEV65_79TWEEDE_P;6.4;2.709;sdbc
2014;BEV65_79TWEEDE_P;6.4;2.659;sdbc
2013;BEV65_79TWEEDE_P;6.4;2.824;sdbc
2012;BEV65_79TWEEDE_P;6.4;2.817;sdbc
2011;BEV65_79TWEEDE_P;6.2;2.885;sdbc
2024;BEV80PLUSTWEEDE_P;6.5;3.412;sdbc
2023;BEV80PLUSTWEEDE_P;6.4;3.614;sdbc
2022;BEV80PLUSTWEEDE_P;6.5;3.248;sdbc
2021;BEV80PLUSTWEEDE_P;6.5;3.466;sdbc
2020;BEV80PLUSTWEEDE_P;6.3;3.577;sdbc
2019;BEV80PLUSTWEEDE_P;6.1;3.698;sdbc
2018;BEV80PLUSTWEEDE_P;5.8;4.676;sdbc
2017;BEV80PLUSTWEEDE_P;5.6;5.283;sdbc
2016;BEV80PLUSTWEEDE_P;5.3;5.813;sdbc
2015;BEV80PLUSTWEEDE_P;5.0;7.159;sdbc
2014;BEV80PLUSTWEEDE_P;4.6;5.673;sdbc
2013;BEV80PLUSTWEEDE_P;4.3;4.349;sdbc
2012;BEV80PLUSTWEEDE_P;4.0;4.248;sdbc
2011;BEV80PLUSTWEEDE_P;3.7;4.115;sdbc
2024;BEVMAN_P;49.5;3.482;sdbc
2023;BEVMAN_P;49.5;2.93;sdbc
2022;BEVMAN_P;49.6;2.984;sdbc
2021;BEVMAN_P;49.6;3.089;sdbc
2020;BEVMAN_P;49.6;3.585;sdbc
2019;BEVMAN_P;49.6;3.543;sdbc
2018;BEVMAN_P;49.5;3.654;sdbc
2017;BEVMAN_P;49.5;4.025;sdbc
2016;BEVMAN_P;49.4;3.918;sdbc
2015;BEVMAN_P;49.3;4.687;sdbc
2014;BEVMAN_P;49.3;5.022;sdbc
2013;BEVMAN_P;49.2;5.126;sdbc
2012;BEVMAN_P;49.2;4.976;sdbc
2011;BEVMAN_P;49.2;4.999;sdbc
2010;BEVMAN_P;49.3;4.48;sdbc
2009;BEVMAN_P;49.2;4.396;sdbc
2008;BEVMAN_P;49.2;3.343;sdbc
2007;BEVMAN_P;49.2;3.252;sdbc
2006;BEVMAN_P;49.3;3.209;sdbc
2005;BEVMAN_P;49.3;3.337;sdbc
2024;BEVVROUW_P;50.5;3.482;sdbc
2023;BEVVROUW_P;50.5;2.927;sdbc
2022;BEVVROUW_P;50.4;2.987;sdbc
2021;BEVVROUW_P;50.4;3.088;sdbc
2020;BEVVROUW_P;50.4;3.587;sdbc
2019;BEVVROUW_P;50.4;3.543;sdbc
2018;BEVVROUW_P;50.5;3.653;sdbc
2017;BEVVROUW_P;50.5;4.017;sdbc
2016;BEVVROUW_P;50.6;3.918;sdbc
2015;BEVVROUW_P;50.7;4.687;sdbc
2014;BEVVROUW_P;50.7;5.022;sdbc
2013;BEVVROUW_P;50.8;5.12;sdbc
2012;BEVVROUW_P;50.8;4.976;sdbc
2011;BEVVROUW_P;50.8;4.999;sdbc
2010;BEVVROUW_P;50.7;4.48;sdbc
2009;BEVVROUW_P;50.8;4.396;sdbc
2008;BEVVROUW_P;50.8;3.343;sdbc
2007;BEVVROUW_P;50.8;3.252;sdbc
2006;BEVVROUW_P;50.7;3.207;sdbc
2005;BEVVROUW_P;50.7;3.337;sdbc
2024;BEVDICHT;5079.0;7652.137;sdbc
2023;BEVDICHT;5673.0;7620.04;sdbc
2022;BEVDICHT;5478.0;7709.287;sdbc
2021;BEVDICHT;5333.0;7682.129;sdbc
2020;BEVDICHT;5352.0;7677.921;sdbc
2019;BEVDICHT;5292.0;7677.593;sdbc
2018;BEVDICHT;5240.0;7727.955;sdbc
2017;BEVDICHT;5130.0;7748.5;sdbc
2016;BEVDICHT;5065.0;7770.801;sdbc
2015;BEVDICHT;4994.0;7698.216;sdbc
2024;BEVINST_P;0.8;1.21;sdbc
2023;BEVINST_P;0.8;1.21;sdbc
2022;BEVINST_P;0.7;1.269;sdbc
2021;BEVINST_P;0.8;1.474;sdbc
2020;BEVINST_P;0.8;2.147;sdbc
2019;BEVINST_P;0.8;4.197;sdbc
2018;BEVINST_P;0.9;4.593;sdbc
2017;BEVINST_P;0.9;4.974;sdbc
2016;BEVINST_P;1.0;4.915;sdbc
2015;BEVINST_P;1.0;5.269;sdbc
2014;BEVINST_P;1.0;7.66;sdbc
2013;BEVINST_P;1.0;8.132;sdbc
2012;BEVINST_P;1.0;6.137;sdbc
2011;BEVINST_P;1.0;5.665;sdbc
2010;BEVINST_P;1.1;4.176;sdbc
2009;BEVINST_P;1.1;3.787;sdbc
2008;BEVINST_P;1.2;2.01;sdbc
2007;BEVINST_P;1.4;2.558;sdbc
2006;BEVINST_P;1.3;2.658;sdbc
2005;BEVINST_P;1.5;3.226;sdbc
2024;BEVINST65PLUS_P;0.3;0.605;sdbc
2023;BEVINST65PLUS_P;0.3;0.573;sdbc
2022;BEVINST65PLUS_P;0.3;0.562;sdbc
2021;BEVINST65PLUS_P;0.3;0.619;sdbc
2020;BEVINST65PLUS_P;0.3;0.667;sdbc
2019;BEVINST65PLUS_P;0.3;0.693;sdbc
2018;BEVINST65PLUS_P;0.3;0.74;sdbc
2017;BEVINST65PLUS_P;0.3;0.764;sdbc
2016;BEVINST65PLUS_P;0.3;0.77;sdbc
2015;BEVINST65PLUS_P;0.4;0.827;sdbc
2014;BEVINST65PLUS_P;0.4;0.966;sdbc
2013;BEVINST65PLUS_P;0.4;1.033;sdbc
2012;BEVINST65PLUS_P;0.5;1.048;sdbc
2011;BEVINST65PLUS_P;0.5;1.052;sdbc
2024;BEVPOTBBV15_74_P;81.2;6.114;sdbc
2023;BEVPOTBBV15_74_P;81.0;6.208;sdbc
2022;BEVPOTBBV15_74_P;81.0;6.225;sdbc
2021;BEVPOTBBV15_74_P;80.9;6.209;sdbc
2020;BEVPOTBBV15_74_P;80.7;5.883;sdbc
